อี้เหลียนยิวม่ง,สุวรรณา ชนากานต์,
ฮ่วนเต้าเชียนปันเหิ้น,สุวรรณา ชนากานต์,
โฮ่วหุ้ยอ้ายซั่งหนี่,สุวรรณา ชนากานต์,
น้ำตาในสายฝน,สุวรี เอี่ยมไอ,
ขันหมากเศรษฐี,เสกสรร ภู่กันทอง,ส.
ตามหาน้องแจ๋ว,เสกสรร ภู่กันทอง,
โสภาใจดำ,เสกสรร ภู่กันทอง,ส.
เข้าเวรรัก เข้าเวรรอ,เสเบนซ์ รุ่งสว่าง,
คนช้ำประจำซอย,เสเบนซ์ รุ่งสว่าง,
คิดถึง,เสเบนซ์ รุ่งสว่าง,
ใจร่ม ร่ม,เสเบนซ์ รุ่งสว่าง,
ตำนานสี่มุมเมือง,เสเบนซ์ รุ่งสว่าง,
พ่อท่านคล้ายเทพเจ้าแห่งเมืองคอน,เสเบนซ์ รุ่งสว่าง,
ลูกทุ่งลาถิ่น,เสเบนซ์ รุ่งสว่าง,
สุสานคนเศร้า,เสเบนซ์ รุ่งสว่าง,
ไอ้ป๋องสุพรรณ,เสเบนซ์ รุ่งสว่าง,
กระท่อมสาวเมิน,เสรี รุ่งสว่าง,ส.
แก้วลืมคอน,เสรี รุ่งสว่าง,
ขอเป็นพระเอกตัวจริงสักคืน,เสรี รุ่งสว่าง,
ขอพรพระศรีสุริโยทัย,เสรี รุ่งสว่าง,
คนขวานบิ่น,เสรี รุ่งสว่าง,
ช่างทาสี,เสรี รุ่งสว่าง,
ปวช. รองาน,เสรี รุ่งสว่าง,
พบรัก,เสรี รุ่งสว่าง,
รักคนแก่มีแต่รวย,เสรี รุ่งสว่าง,
รักคนผิด,เสรี รุ่งสว่าง,
เสรีขอพร,เสรี รุ่งสว่าง,
หนีเสียงโห่,เสรี รุ่งสว่าง,
หนุ่มวังโป่ง,เสรี รุ่งสว่าง,
อดีตรักวังบัวบาน,เสรี รุ่งสว่าง,
อย่าลืมลูกทุ่ง,เสรี รุ่งสว่าง,
ขอโทษที่ทำให้เสียเวลา,เสือ เทวฤทธิ์,
คนชั่วช้า,เสือ เทวฤทธิ์,
ฉันรักแกเด้อ,เสือ เทวฤทธิ์,
เบอร์ที่ไม่ได้รับ(หรือเบอร์ที่รับไม่ได้),เสือ เทวฤทธิ์,
เรารอเขาลืม,เสือ เทวฤทธิ์,
แสงไฟในเศษฟืน,เสือ เทวฤทธิ์,
ขอเวลา 5 ปี,แสงสุรีย์ รุ่งโรจน์,
ทิ้งไร่ตามนาง,แสงสุรีย์ รุ่งโรจน์,
น้ำตานาค,แสงสุรีย์ รุ่งโรจน์,
แฟนจ๋าอยู่ไหน,แสงสุรีย์ รุ่งโรจน์,
รักสาวเสื้อลาย,แสงสุรีย์ รุ่งโรจน์,
หนาวนอกร้อนใน,แสงสุรีย์ รุ่งโรจน์,
หิ้วกระเป๋า,แสงสุรีย์ รุ่งโรจน์,
แห่ขันหมาก,แสงสุรีย์ รุ่งโรจน์,
กลับโคราช,แสนสุข แดนดำเนิน,
กลัวเธอลืม,แสนสุข แดนดำเนิน,
โกรธกันทำไม,แสนสุข แดนดำเนิน,
ไก่ขันอีกแล้ว,แสนสุข แดนดำเนิน,
จดหมายจากเสือพราน,แสนสุข แดนดำเนิน,
ซากรักวังนารายณ์,แสนสุข แดนดำเนิน,
นักสู้ ป.4,แสนสุข แดนดำเนิน,
นางฟ้าเดินดิน,แสนสุข แดนดำเนิน,
น้ำตาหล่นที่โคราช,แสนสุข แดนดำเนิน,
ไม่รักแต่คิดถึง,แสนสุข แดนดำเนิน,
กลัวใจไม่จริง,หงษ์ทอง ดาวอุดร,
กลัวไม่จริง,หงษ์ทอง ดาวอุดร,
ขวัญใจคนเลว,หงษ์ทอง ดาวอุดร,
ตีกลองน้ำลำเพลิน,หงษ์ทอง ดาวอุดร,
บั๊มพ์ลำเพลิน,หงษ์ทอง ดาวอุดร,
บัวหลวงรอรัก,หงษ์ทอง ดาวอุดร,
รักติ๋มแน่หรือ,หงษ์ทอง ดาวอุดร,
เร่รักลำเพลิน,หงษ์ทอง ดาวอุดร,
สะออนเสียงพิณ,หงษ์ทอง ดาวอุดร,
โสระ,หงษ์ทอง ดาวอุดร,
หงษ์ทองคนองลำ,หงษ์ทอง ดาวอุดร,
หงษ์ทองรอคู่,หงษ์ทอง ดาวอุดร,
หงษ์ทองลำเพลิน,หงษ์ทอง ดาวอุดร,
อยู่ที่ความพอใจ,หงษ์ทอง ดาวอุดร,
ออนซอนเสียงซอ,หงษ์ทอง ดาวอุดร,
น้ำตาสีม่วง 2024,หญิงจี้ ดาวจรัสฟ้า,
ไม่มีเมียยกมือมา,หน่อย สุธิษา,
ฮัก ฮัก ฮัก,หนิง ต้นไม้มิวสิค,
ด้วยรักและเข้าใจ,"หนิม- คนึงพิมพ์ AF5, ไอดิน อภินันท์",
ขอตายเพื่อชาติ,หนึ่ง รุ่งทิวา,
เขามีอะไรกันแล้ว 2017,หนึ่ง รุ่งทิวา,
คนปากแข็ง,หนึ่ง รุ่งทิวา,
ผักอีตู่,หนึ่ง รุ่งทิวา,
ผัวคนที่ท่อใด๋(ผัวคนที่เท่าไหร่),หนึ่ง รุ่งทิวา,
ผีสิงใจ,หนึ่ง รุ่งทิวา,
รางวัลคนซื่อ,หนึ่ง รุ่งทิวา,
สรุป,หนึ่ง รุ่งทิวา,
สรุป [สามช่า-Remix],หนึ่ง รุ่งทิวา,
สัญญาปี่ซังข้าว,หนึ่ง รุ่งทิวา,
สู้ต่อไปไทบ้านเฮา,หนึ่ง รุ่งทิวา,
เหลือไว้แต่ฮอย,หนึ่ง รุ่งทิวา,
อยากยอเจ้าดม,หนึ่ง รุ่งทิวา,
อย่าซ้ำฮอยกอดอ้าย,หนึ่ง รุ่งทิวา,
คิดถึงแฟนเก่า,หนึ่ง ฤทัย,
รอง้อ,หนึ่ง ฤทัย,
สาวซั่ว,หนึ่ง ศุภโชค,
แก้มแดง,หนึ่ง สเต็ปวัน,
จะย้ายบ้านเช่า,หนุ่ม เมืองไพร,
ที่รักไม่น่าเลยเนี้ย,หนุ่ม เมืองไพร,
น้ำตาไหลนวย,หนุ่ม เมืองไพร,
ไปจนได้,หนุ่ม เมืองไพร,
มันยกร่อง,หนุ่ม เมืองไพร,
ไม่เสียใจหรอก,หนุ่ม เมืองไพร,
รัก กศน.,หนุ่ย ชัยยะวัฒน์,
คนช่างฝัน,หนูนา -อัสรินา ถมยาปริวัฒน์,
ใครทำเธอช้ำ,หนูนา -อัสรินา ถมยาปริวัฒน์,
เช้งวับ,หนูนา -อัสรินา ถมยาปริวัฒน์,
มีแล้วละมั้ง,หนูนา -อัสรินา ถมยาปริวัฒน์,
ไม่บอกไม่เปิด,หนูนา -อัสรินา ถมยาปริวัฒน์,
รักเธอเหลือเกิน,หนูนา -อัสรินา ถมยาปริวัฒน์,
ส่วนตัว,หนูนา -อัสรินา ถมยาปริวัฒน์,
อยากมีแฟน,หนูนา -อัสรินา ถมยาปริวัฒน์,
ดอกงิ้วบานที่บ้านหมี่,หมู กมลชัย,
กับข้าว,หมู คันไถ,
โจ๋ะโก๊ะ,หมู คันไถ,
เมียงู,หมู คันไถ,
ศาลไคฟง,หมู คันไถ,
อยากมีเมีย,หมู คันไถ,
ขณะนี้กำลังอกหัก,หมูแหม่ม เมสิณี,
คนไกลใจเดิม,หมูแหม่ม เมสิณี,
คนเคยรักกัน,หมูแหม่ม เมสิณี,
ตายยาก,หมูแหม่ม เมสิณี,
ฝากใจไว้อิสาน,หมูแหม่ม เมสิณี,
เมมชื่อฉันว่าคิดถึงเธอ,หมูแหม่ม เมสิณี,
วันแรกเจอเลย,หมูแหม่ม เมสิณี,
สวยไว้ก่อน,หมูแหม่ม เมสิณี,
ห่อให้ด้วย,หมูแหม่ม เมสิณี,
อยากมีคนดูแล,หมูแหม่ม เมสิณี,
HD ฮัดเช้ย,หมูแหม่ม เมสิณี,
มาเป็นแฟนกันไหม,หยก รณพร,
ลืมไม่ได้,หยก รณพร,
กระท่อมไพรวัลย์,หลง ลงลาย,
พี่สาวครับ,หลง ลงลาย,
รวยก็ซื้อจนก็ซื้อ,หลวงไก่,
เก่าใครใหม่เรา (ชวนพวกพ้องมาร้องเพลงTMG),หลวงไก่ เจี๊ยบ เบญจพร,
หนูลืมพกตังค์,หลิว วริศรา,
ร้ายกาจ,หอยขม,
กอดแมวแทนน้อง,เหิรฟ้า มาลัยเงิน,
คิดฮอดสาวอีสาน,เหิรฟ้า มาลัยเงิน,
จะแต่งก็ตามใจ,เหิรฟ้า มาลัยเงิน,
จากอ้อมไปตัดอ้อย,เหิรฟ้า มาลัยเงิน,
เดือนหกตกลงขอ,เหิรฟ้า มาลัยเงิน,
นางไม่รักต้องตัดใจ,เหิรฟ้า มาลัยเงิน,
เบื่อพี่เชิญมีใหม่,เหิรฟ้า มาลัยเงิน,
ไม่อยากเจ็บไม่อยากจำ,เหิรฟ้า มาลัยเงิน,
สัญญารักที่บ่อบาดาล,เหิรฟ้า มาลัยเงิน,
หนีมาเพราะนาแล้ง,เหิรฟ้า มาลัยเงิน,
หมื่นหยดน้ำตาผู้อาภัพ,เหิรฟ้า มาลัยเงิน,
ฮักหลายให้ไหว้ก็ยอม,เหิรฟ้า มาลัยเงิน,
หง่าว,แหม่ม ปานามา,
ไอโฟน อันแฟน,แหม่ม ปานามา,
ไม่รอแล้ว,แหม่ม ปานามา Ft. แช็ค ชุมแพ,
กุหลาบแดง,โฬม - พัชฎะ นามปาน,
ส่งซิกสายตา,โฬม - พัชฎะ นามปาน,
อีสานบ้านเฮา,โฬม - พัชฎะ นามปาน,
ฮักแต่ต้องจากลา,โฬม - พัชฎะ นามปาน,
สิได้บ่,องค์โด๊ย,
ขอสูมาเต๊อะ,อบเชย เวียงพิงค์ & วีระศักดิ์,
งามแม่ปิง,อบเชย เวียงพิงค์ & วีระศักดิ์,
งึด,อบเชย เวียงพิงค์ & วีระศักดิ์,
จั๊กกิ้ม,อบเชย เวียงพิงค์ & วีระศักดิ์,
จังบ่าวรถเครื่อง,อบเชย เวียงพิงค์ & วีระศักดิ์,
จากกันแฮ๋ม,อบเชย เวียงพิงค์ & วีระศักดิ์,
จ้างมันเต๊อะ,อบเชย เวียงพิงค์ & วีระศักดิ์,
จุ๊หมาน้อยขึ้นดอย,อบเชย เวียงพิงค์ & วีระศักดิ์,
เชิญแอ่วเมืองเหนือ,อบเชย เวียงพิงค์ & วีระศักดิ์,
ซอบมองๆ,อบเชย เวียงพิงค์ & วีระศักดิ์,
ดำหัวปี๋ใหม่ (ช),อบเชย เวียงพิงค์ & วีระศักดิ์,
ดำหัวปี๋ใหม่ (ญ),อบเชย เวียงพิงค์ & วีระศักดิ์,
ต๋าเหินลา,อบเชย เวียงพิงค์ & วีระศักดิ์,
ถั่วเน่าเมอะ,อบเชย เวียงพิงค์ & วีระศักดิ์,
น้ำใจจั๋นฟอง,อบเชย เวียงพิงค์ & วีระศักดิ์,
บ่ฮู้บ่ฮัน,อบเชย เวียงพิงค์ & วีระศักดิ์,
ปอยหลวงวัดเฮา,อบเชย เวียงพิงค์ & วีระศักดิ์,
ปิ๊กมาเจ็บแน่,อบเชย เวียงพิงค์ & วีระศักดิ์,
ปีใหม่บ้านเฮา,อบเชย เวียงพิงค์ & วีระศักดิ์,
เปิ้นคนใจดำ,อบเชย เวียงพิงค์ & วีระศักดิ์,
เปิ้นบ่ฮักเฮาแต้,อบเชย เวียงพิงค์ & วีระศักดิ์,
พ่อแคว่นเหย,อบเชย เวียงพิงค์ & วีระศักดิ์,
รื่นเริงสงกรานต์,อบเชย เวียงพิงค์ & วีระศักดิ์,
ล่องแม่ปิง,อบเชย เวียงพิงค์ & วีระศักดิ์,
ลุงหนานขี้เมา,อบเชย เวียงพิงค์ & วีระศักดิ์,
ลูกย่าทิพย์,อบเชย เวียงพิงค์ & วีระศักดิ์,
เลือกไผดี,อบเชย เวียงพิงค์ & วีระศักดิ์,
แล้วอ้ายจะเสียใจ๋,อบเชย เวียงพิงค์ & วีระศักดิ์,
ศักดิ์ศรีสาวเหนือ,อบเชย เวียงพิงค์ & วีระศักดิ์,
สาวแกะสลัก,อบเชย เวียงพิงค์ & วีระศักดิ์,
สาวจี๋,อบเชย เวียงพิงค์ & วีระศักดิ์,
สาวเจียงฮาย,อบเชย เวียงพิงค์ & วีระศักดิ์,
สาวเชียงใหม่,อบเชย เวียงพิงค์ & วีระศักดิ์,
เสียงครวญจากสาวล้านนา,อบเชย เวียงพิงค์ & วีระศักดิ์,
เสียใจ๋แต๊ว่า,อบเชย เวียงพิงค์ & วีระศักดิ์,
หมู่เฮา,อบเชย เวียงพิงค์ & วีระศักดิ์,
อยู่แป๋ดอย,อบเชย เวียงพิงค์ & วีระศักดิ์,
อ้ายบ่ลืมแต๊กา,อบเชย เวียงพิงค์ & วีระศักดิ์,
อ้ายอยู่ตี้ไหน,อบเชย เวียงพิงค์ & วีระศักดิ์,
อี่เอ้ยลูกแม่,อบเชย เวียงพิงค์ & วีระศักดิ์,
อู้หื้อเปิ้นฮัก,อบเชย เวียงพิงค์ & วีระศักดิ์,
แอ่วปีใหม่เมือง,อบเชย เวียงพิงค์ & วีระศักดิ์,
แอ่วเมืองเหนือ,อบเชย เวียงพิงค์ & วีระศักดิ์,
ฮักนี้บ่มีแต้,อบเชย เวียงพิงค์ & วีระศักดิ์,
ขอบคุณที่ให้,อรชร อ่อนหวาน,
อู้เล่นบ่ดาย,อรชร อ่อนหวาน,
สาวอีสานรอรัก,อรอุมา สิงห์ศิริ,
กระดึ๊บ กระดึ๊บ กระแด่ว,อเล็ก ไลน์มาย,
เจ้าหนอนแป๊ดแป๊ดแป๋,อเล็ก ไลน์มาย,
หายใจเป็นเธอ,อ๊อด บรั่นดี,
มีเมียดูด,อ๊อด โพรเอส,
นอนบ่หลับ,ออด ไพศาล,
วอนน้องกลับสันกำแพง,ออด ไพศาล,
เก็บเงินแต่งงาน,อ๊อฟ ธนกร,
เพลงใต้ให้เธอ,อ๊อฟ ธนกร,
รักสาวระยอง,อ๊อฟ ธนกร,
สั่งนาง,อ๊อฟ ธนกร,
อย่ายอมแพ้ (โชคชะตา),อ๊อฟ ธนกร,
ไอ้หนุ่มเรืออวน,อ๊อฟ ธนกร,
15 ค่ำเดือน 11,อ๊อฟ ธนกร & ตั้ม กนกพล,
เดือนคว่ำ เดือนหงาย,อ๊อฟ ธนกร & แพรวา พัชรี,
กลับมาพร้อมคำว่ารัก,อ๊อฟ-ศุภณัฐ AF2,
ฮัลโหล ฮัลโหล,"อ๊อฟ-ศุภณัฐ AF2, อั้ม นันทิยา",
โทร.มาได้เลย,"อ๊อฟ-ศุภณัฐ AF2, ไอดิน อภินันท์, ตุ้ม จ่านกร้อง",
พอจะรักฉันได้มั้ย,"อ๊อฟ-ศุภณัฐ AF2, ไอดิน อภินันท์, ตุ้ม จ่านกร้อง",
ได้ผัวเด็ก,อ้อยใจ แดนอีสาน,
ทำไมถึงทำกับป้าได้,อ้อยใจ แดนอีสาน,
ทีมสเปญเหม็นประตู,อ้อยใจ แดนอีสาน,
เบื่อสิงห์สุรา,อ้อยใจ แดนอีสาน,
แฟนใครไม่มีป้ายบอก,อ้อยใจ แดนอีสาน,
ไม่ใช่ผัวจับหัวไม่ได้,อ้อยใจ แดนอีสาน,
ร้องไห้เสียดายปี่,อ้อยใจ แดนอีสาน,
ลำสอยอ้อยใจ,อ้อยใจ แดนอีสาน,
สูงยาวเข่าดี(ตีไม่ยุบ),อ้อยใจ แดนอีสาน,
หนังเหนียวแต่เขี้ยวหัก,อ้อยใจ แดนอีสาน,
อ้อยใจเจ้ามือหวย,อ้อยใจ แดนอีสาน,
อีอ่างตามผัว,อ้อยใจ แดนอีสาน,
คนเคยรัก,ออย อารยา,
ดาวน์โหลดขอโทษเธอ,ออย อารยา,
แบบเนี๊ยะ,ออย อารยา,
สุขสันต์วันเกิด,ออย อารยา,
อธิษฐาน,ออย อารยา,
แอบมองข้างหลัง,ออย อารยา,
คนขายโลง,อ๊ะ อมตะ,
โชคดีที่ตายก่อน,อ๊ะ อมตะ,
ซี่โครงบุญมา,อ๊ะ อมตะ,
ตาผุยชุมแพ,อ๊ะ อมตะ,
ไทยอพยพ,อ๊ะ อมตะ,
ยืมควาย,อ๊ะ อมตะ,
รอจนแหวนหลวม,อ๊ะ อมตะ,
สายบัว,อ๊ะ อมตะ,
อยู่กับควาย,อ๊ะ อมตะ,
พี่จ๋าหลับตาไว้,อังคนางค์ คุณไชย,
สาวอุบลรอรัก,อังคนางค์ คุณไชย,
กุหลาบดำอัลบั้มเก่า,อั้ม นันทิยา,
ขอเป็นคนหนึ่งที่คิดถึงเธอ,อั้ม นันทิยา,
ขอแม่แค่คบกัน,อั้ม นันทิยา,
คงดีนะ,อั้ม นันทิยา,
คอนเฟิร์มเติมรัก,อั้ม นันทิยา,
คําว่าหลอกแค่อ่านออกก็เจ็บ,อั้ม นันทิยา,
คิดฮอดแกงหน่อไม้,อั้ม นันทิยา,
ตอบเธอด้วยแววตา,อั้ม นันทิยา,
ทั้งฮักทั้งย่าน,อั้ม นันทิยา,
น้องใหม่ใน ม.รัก,อั้ม นันทิยา,
นักร้องของพ่อ,อั้ม นันทิยา,
บ่อยากกลับไปเสียใจ,อั้ม นันทิยา,
เป็นกำลังใจให้แนเด้อ,อั้ม นันทิยา,
แฟนยังไม่มี,อั้ม นันทิยา,
แม่สั่งไว้,อั้ม นันทิยา,
ไม่รักไม่งอน,อั้ม นันทิยา,
ยังจำคนทำเจ็บ,อั้ม นันทิยา,
รักช้าๆก็ได้,อั้ม นันทิยา,
เรารักนาย,อั้ม นันทิยา,
เรียกเพื่อนเดือนเดียว,อั้ม นันทิยา,
วัยทีนยโสธร,อั้ม นันทิยา,
สมุดหัวใจ,อั้ม นันทิยา,
สวัสดีความรัก,อั้ม นันทิยา,
สองสายที่ไม่ได้รับ,อั้ม นันทิยา,
สาวเชียร์บอล,อั้ม นันทิยา,
หนูอยากดัง,อั้ม นันทิยา,
เหงานะเพื่อน,อั้ม นันทิยา,
อกหักเหมือนกัน,อั้ม นันทิยา,
อยากโทร.หาใจสิขาด,อั้ม นันทิยา,
อ้ายบ่คือเก่า,อั้ม นันทิยา,
ฮักที่ต้องจากลา,อั้ม นันทิยา,
ฮักอ้ายแล้วเด้อ,อั้ม นันทิยา,
กาละแม,อั้ม นันทิยา & บุญตา เมืองใหม่,
ขอแล้วไม่แต่ง,อั้ม นันทิยา & บุญตา เมืองใหม่,
เขาแต่งเราตรม,อั้ม นันทิยา & บุญตา เมืองใหม่,
น้ำตาหล่นบนที่นอน,อั้ม นันทิยา & บุญตา เมืองใหม่,
ไปซะ,อั้ม นันทิยา & บุญตา เมืองใหม่,
ไม่บอกไม่รู้,อั้ม นันทิยา & บุญตา เมืองใหม่,
รักสองแผ่นดิน,อั้ม นันทิยา & บุญตา เมืองใหม่,
วอนพี่มีรักเดียว,อั้ม นันทิยา & บุญตา เมืองใหม่,
สาวกาฬสินธุ์,อั้ม นันทิยา & บุญตา เมืองใหม่,
อย่าโวย,อั้ม นันทิยา & บุญตา เมืองใหม่,
กุหลาบตอบรัก,อัมพร แหวนเพชร,
ขอใจไว้เวียงจันทร์,อัมพร แหวนเพชร,
ขอผิดสัญญา (รอวันสัญญา),อัมพร แหวนเพชร,
ขอพรหลวงพ่อ,อัมพร แหวนเพชร,
เขาชื่นเราช้ำ,อัมพร แหวนเพชร,
คนลืมความเดิม,อัมพร แหวนเพชร,
คอยพี่กลับสุพรรณ,อัมพร แหวนเพชร,
คอยพี่ที่คลองจินดา (สาวคลองจินดา),อัมพร แหวนเพชร,
คอยพี่ที่ไร่อ้อย (ช้ำใจจากไร่อ้อย),อัมพร แหวนเพชร,
คิดถึงจริงหรือคะ,อัมพร แหวนเพชร,
คืนนี้เมื่อปีก่อน,อัมพร แหวนเพชร,
ใครหนอจะรอคนเศร้า,อัมพร แหวนเพชร,
จากทั้งที่ยังรัก,อัมพร แหวนเพชร,
ใจฉันก็ร้องไห้ (หัวใจร้องไห้),อัมพร แหวนเพชร,
ดอกไม้ในป่าช้า,อัมพร แหวนเพชร,
ตอบจดหมายฉบับสุดท้าย,อัมพร แหวนเพชร,
ถามจริงตอบตรง,อัมพร แหวนเพชร,
เธอกับฉัน จันทร์กับฟ้า,อัมพร แหวนเพชร,
นางรอ (สั่งนาง),อัมพร แหวนเพชร,
น้ำตาหล่นเมื่อฝนมา (ฝนมาน้ำตาหลั่ง),อัมพร แหวนเพชร,
นี่หรือคำสัญญา (ซึ้งแล้วคำสัญญา),อัมพร แหวนเพชร,
ไปแล้วเมื่อไหร่จะมา,อัมพร แหวนเพชร,
ผิดซองเพราะลองใจ (จดหมายผิดซอง),อัมพร แหวนเพชร,
ผู้หวังดี (ผู้ผิดหวัง),อัมพร แหวนเพชร,
พ่อแมวเซื่องซึม,อัมพร แหวนเพชร,
มือที่สาม,อัมพร แหวนเพชร,
เมื่อไหร่จะบอกรัก,อัมพร แหวนเพชร,
รักฉันจริงหรือเปล่า,อัมพร แหวนเพชร,
รักแล้วต้องเศร้า,อัมพร แหวนเพชร,
รู้อยู่แก่ใจ,อัมพร แหวนเพชร,
ส.ค.ส. จากคนเศร้า,อัมพร แหวนเพชร,
สงสารคนเลว,อัมพร แหวนเพชร,
สองหัวใจ,อัมพร แหวนเพชร,
สาวดอยคอยตชด,อัมพร แหวนเพชร,
สาวทุ่งสง,อัมพร แหวนเพชร,
สาวห้วยกุดแดง,อัมพร แหวนเพชร,
สิบสามปีก็มีหัวใจ,อัมพร แหวนเพชร,
เห็นใจคนรักแม่ (ขายควายช่วยแม่),อัมพร แหวนเพชร,
อดีตรักดอกคูน,อัมพร แหวนเพชร,
อดีตรักวค.,อัมพร แหวนเพชร,
โทรมามั่งดี๊,อาภาพร นครสวรรค์,
บังมิดเลย,อาภาพร นครสวรรค์,
เลิกไม่ลง,อาภาพร นครสวรรค์,
อารมณ์เสีย,อาภาพร นครสวรรค์,อ.
ช้ำรักจากอุบล,อาร์ม อารมณ์ดี,
ดื่มเหล้าเผากลุ้ม,อาร์ม อารมณ์ดี,
เวียงจันทร์เวียงใจ,อาร์ม อารมณ์ดี,
โอ พะนะ,อาร์ม อารมณ์ดี,
แค่ตรงนั้น,อิท หนองแวงฮี Feat.ไก่ กางเกง,
สู้สุดใจไปสุดฝัน,อินทรี,
เด็กเอ๋ยเด็กดี,อิมจัง,
ขมคอ,อีกา,
ลึกกว่าที่เคยเจ็บ,อีกา,
สตรีผู้เลอโฉม,อีกา,
เสียบ,อีกา,
หวงของคนอื่น,อีกา,
แฟนเก่าอย่าเห่าดัง,อีฟิ EIFI,
อ๊ะอ๊ะอาย,อีฟิ EIFI,
โกหกหน้าตาย,อุเทน พรหมมินทร์,
คัดค้าน,อุเทน พรหมมินทร์,
แค่คนหวังดี,อุเทน พรหมมินทร์,
จบเกมส์รัก,อุเทน พรหมมินทร์,
ใจน้ำแข็ง,อุเทน พรหมมินทร์,
ต่างคนต่างไป,อุเทน พรหมมินทร์,
ทนดูไม่ได้,อุเทน พรหมมินทร์,
ทบทวน,อุเทน พรหมมินทร์,
มั่นใจเสียก่อน,อุเทน พรหมมินทร์,
ยังรอรักเดิม,อุเทน พรหมมินทร์,
วิชามาร,อุเทน พรหมมินทร์,
ไก่นา,อุ้ม ใบเฟิร์น,
คอยพ่อกลับบ้าน,อุ้ม ใบเฟิร์น,
คนเดียวแล้วด้ายหม้าย,อู๊ด หัวลำโพง,
หนุ่มนคร สาวสุโขทัย,เอกชัย & จันทรา,
หนุ่มนาข้าว สาวนาบัว,เอกชัย & จันทรา,
คนเรือขาดรัก,เอกชัย ศรีวิชัย,
คิดถึงบ้านเกิด,เอกชัย ศรีวิชัย,ส.
จุดเทียนพ่อตา,เอกชัย ศรีวิชัย,
ฉลองวันปราชัย,เอกชัย ศรีวิชัย,
ตัดใจขาดปึด,เอกชัย ศรีวิชัย,
เตียงเราเขานอน,เอกชัย ศรีวิชัย,
ทำพรือมันเหลา,เอกชัย ศรีวิชัย,
รักพี่ลองแล,เอกชัย ศรีวิชัย,
รักพี่สักเต็ด,เอกชัย ศรีวิชัย,
รักและคิดถึง,เอกชัย ศรีวิชัย,
รักสุดท้าย,เอกชัย ศรีวิชัย,
ว่าพรือน้องสาว,เอกชัย ศรีวิชัย,
หนังสือพิมพ์ฉบับเศร้า,เอกชัย ศรีวิชัย,
หนุ่มบ้านดอน,เอกชัย ศรีวิชัย,
หมุนไม่ทัน,เอกชัย ศรีวิชัย,
ห่วงแม่,เอกชัย ศรีวิชัย,
อย่าลืมมโนราห์,เอกชัย ศรีวิชัย,
อ้อมกอดรัก,เอกชัย ศรีวิชัย,
คนที่บ้านรออยู่ คนเป็นชู้รอก่อน,เอ็กซ์ พันดุง,
อีกสักนาที,เอ็กซ์ พันดุง,
กอดรูปแทนร่าง,เอกพจน์ วงศ์นาค,
เก็บแผลใจมาบ้านนา,เอกพจน์ วงศ์นาค,
เก็บฝัน,เอกพจน์ วงศ์นาค,
คน,เอกพจน์ วงศ์นาค,
คนขี้อาย,เอกพจน์ วงศ์นาค,
คนใจจืด,เอกพจน์ วงศ์นาค,
คนใจเหงา,เอกพจน์ วงศ์นาค,
คนสวยผิดนัด,เอกพจน์ วงศ์นาค,
คืนวิปโยค,เอกพจน์ วงศ์นาค,
คู่แข่งรัก,เอกพจน์ วงศ์นาค,
จดหมายเปื้อนฝุ่น,เอกพจน์ วงศ์นาค,
จะรักก็รีบรัก,เอกพจน์ วงศ์นาค,
จีบสาวจิ๊จ๊ะ,เอกพจน์ วงศ์นาค,
จีบสาวไม่เป็น,เอกพจน์ วงศ์นาค,
เจ็บทั้งปี,เอกพจน์ วงศ์นาค,
ใจตรงกัน,เอกพจน์ วงศ์นาค,
ฉันทนได้,เอกพจน์ วงศ์นาค,
ชมนาง,เอกพจน์ วงศ์นาค,
ชายใจเดียว,เอกพจน์ วงศ์นาค,
เชื่อผมเถอะน่า,เอกพจน์ วงศ์นาค,
ดวงใจนี้มอบแด่เธอ,เอกพจน์ วงศ์นาค,
ดับพิษไฟ,เอกพจน์ วงศ์นาค,
ได้แต่มอง,เอกพจน์ วงศ์นาค,
ตัวไกลใจไม่ลืม,เอกพจน์ วงศ์นาค,
ถึงเวลาจะบอกรัก,เอกพจน์ วงศ์นาค,
ทหารเกณฑ์คนจน,เอกพจน์ วงศ์นาค,
ทหารห่วงแฟน,เอกพจน์ วงศ์นาค,
ทหารห่างแฟน,เอกพจน์ วงศ์นาค,
น้องเก๋,เอกพจน์ วงศ์นาค,
นักรบขาดรัก,เอกพจน์ วงศ์นาค,
นักร้องอย่างเรา,เอกพจน์ วงศ์นาค,
นั่งมองรอยเล็บ,เอกพจน์ วงศ์นาค,
น่ารัก-น่ารัด,เอกพจน์ วงศ์นาค,
บ่จำสัญญา,เอกพจน์ วงศ์นาค,
บัวตอง,เอกพจน์ วงศ์นาค,
บัวตอง,เอกพจน์ วงศ์นาค,
ประหารใจ,เอกพจน์ วงศ์นาค,
ปริญญาหางยาม,เอกพจน์ วงศ์นาค,
เป็นหนุ่มแล้ว,เอกพจน์ วงศ์นาค,
ผมเก็บได้ครับ,เอกพจน์ วงศ์นาค,
ผู้หญิง,เอกพจน์ วงศ์นาค,
แผลรักเจ็บลึก,เอกพจน์ วงศ์นาค,
ฝันหวานมาสามวัน,เอกพจน์ วงศ์นาค,
พลิกดินอีสาน,เอกพจน์ วงศ์นาค,
เพียงฝัน,เอกพจน์ วงศ์นาค,
มีแฟนแล้วไม่บอก,เอกพจน์ วงศ์นาค,
มีแฟนหรือยัง,เอกพจน์ วงศ์นาค,
